station,cast,rosette,lat,lon,pressure,temp,sal,ctd_oxy,ctd_chl,theta,sigma,oxy_um,dic,alk,ph,po4_um,no23_um,sio4_um,LLN,LLP,PC,PN,PP,PSi,chl_ug,phaeo_ug,het_abund,pro_abund,syn_abund,euk_abund,cruise
L2,10,19,26.496,158.487,14.8,25.957,35.214,208.6,0.0709,25.954,23.2112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,18,26.496,158.487,14.9,25.957,35.214,208.6,0.0708,25.954,23.2112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,17,26.496,158.487,15.3,25.952,35.214,208.6,0.0719,25.949,23.2128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,16,26.496,158.487,15.2,25.954,35.214,208.6,0.0715,25.951,23.2121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,15,26.496,158.487,14.8,25.957,35.214,208.6,0.0709,25.954,23.2112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,14,26.496,158.487,15.5,25.949,35.214,208.6,0.0726,25.946,23.2137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,13,26.496,158.487,15.4,25.951,35.214,208.6,0.0722,25.948,23.2131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,12,26.496,158.487,15,25.957,35.214,208.6,0.0708,25.954,23.2112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,11,26.496,158.487,15,25.956,35.214,208.6,0.0709,25.953,23.2115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,10,26.496,158.487,14.9,25.957,35.214,208.6,0.0708,25.954,23.2112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,9,26.496,158.487,14.5,25.956,35.214,208.6,0.071,25.953,23.2115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,8,26.496,158.487,15.2,25.953,35.214,208.6,0.0717,25.95,23.2125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,7,26.496,158.487,15.4,25.951,35.214,208.6,0.0722,25.948,23.2131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,6,26.496,158.487,15.2,25.953,35.214,208.6,0.0717,25.95,23.2125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,5,26.496,158.487,15,25.957,35.214,208.6,0.0708,25.954,23.2112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,4,26.496,158.487,15.1,25.955,35.214,208.6,0.0713,25.952,23.2118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,3,26.496,158.487,14.9,25.957,35.214,208.6,0.0708,25.954,23.2112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,2,26.496,158.487,15.3,25.952,35.214,208.6,0.0718,25.949,23.2128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,10,1,26.496,158.487,15.4,25.95,35.214,208.6,0.0724,25.947,23.2134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,24,26.495,158.487,5.6,26.023,35.219,208.9,0.065,26.022,23.1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,23,26.495,158.487,15.6,25.973,35.215,209,0.0731,25.97,23.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,22,26.495,158.487,15.5,25.974,35.215,209,0.0732,25.971,23.2067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,21,26.495,158.487,15.1,25.977,35.215,209.1,0.0734,25.974,23.2057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,20,26.495,158.487,15.2,25.977,35.215,209,0.0734,25.974,23.2057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,19,26.495,158.487,15.6,25.973,35.215,209,0.0731,25.97,23.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,18,26.495,158.487,14.8,25.973,35.215,209.1,0.073,25.97,23.2069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,17,26.495,158.487,15.5,25.974,35.215,209,0.0732,25.971,23.2067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,16,26.495,158.487,16.2,25.97,35.215,209,0.0734,25.966,23.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,15,26.495,158.487,15.5,25.974,35.215,209,0.0732,25.971,23.2067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,14,26.495,158.487,15.4,25.975,35.215,209,0.0732,25.972,23.2064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,13,26.495,158.487,15.6,25.973,35.215,209,0.0732,25.97,23.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,12,26.495,158.487,15.5,25.974,35.215,209,0.0732,25.971,23.2067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,11,26.495,158.487,14.8,25.974,35.215,209.1,0.073,25.971,23.2066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,10,26.495,158.487,15.7,25.973,35.215,209,0.0731,25.97,23.207,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,9,26.495,158.487,15.5,25.974,35.215,209,0.0732,25.971,23.2067,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,0.34,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,8,26.495,158.487,15.3,25.976,35.215,209,0.0733,25.973,23.206,NA,2004.1,2319,8.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.05,5.064,1.652,0.011,0.008,MC
L2,11,7,26.495,158.487,123.8,21.862,35.225,211.8,0.9842,21.838,24.4357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,6,26.495,158.487,123.7,21.862,35.225,211.8,0.9837,21.838,24.4357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,5,26.495,158.487,123.9,21.857,35.225,211.8,0.9888,21.833,24.4371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,4,26.495,158.487,124.2,21.804,35.228,212.4,0.9828,21.78,24.4542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,3,26.495,158.487,123.6,21.864,35.225,211.8,0.9812,21.84,24.4351,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,2,26.495,158.487,123.8,21.86,35.225,211.8,0.9862,21.836,24.4363,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,0.32,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,11,1,26.495,158.487,123.7,21.862,35.225,211.8,0.9837,21.838,24.4357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.71,4.25,0.797,0,0.026,MC
L2,12,19,26.49,158.489,5.5,26.166,35.223,209,0.0951,26.165,23.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,18,26.49,158.489,14.8,26.072,35.221,209,0.0948,26.069,23.1806,NA,NA,NA,8.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,17,26.49,158.489,15,26.07,35.221,209,0.0963,26.067,23.1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,16,26.49,158.489,15.4,26.069,35.221,209,0.0966,26.066,23.1816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,15,26.49,158.489,15.2,26.07,35.221,209,0.0964,26.067,23.1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,14,26.49,158.489,15.2,26.07,35.221,209,0.0964,26.067,23.1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,13,26.49,158.489,15.7,26.069,35.221,209.1,0.0968,26.066,23.1816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,12,26.49,158.489,15.7,26.069,35.221,209.1,0.0968,26.065,23.1816,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,11,26.49,158.489,14.9,26.071,35.221,209,0.0955,26.068,23.1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47,0.33,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,10,26.49,158.489,14.7,26.073,35.221,209,0.0945,26.07,23.1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.04,5.026,1.507,0.011,0.008,MC
L2,12,9,26.49,158.489,128.2,21.858,35.218,210.4,1.0098,21.833,24.4317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,8,26.49,158.489,128.3,21.858,35.218,210.5,1.0061,21.833,24.4318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,7,26.49,158.489,127.8,21.863,35.217,210.2,1.0097,21.838,24.4296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,6,26.49,158.489,128,21.859,35.218,210.4,1.0137,21.834,24.4315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,5,26.49,158.489,128.1,21.859,35.218,210.4,1.0125,21.834,24.4315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,4,26.49,158.489,128.3,21.858,35.218,210.5,1.0063,21.833,24.4318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,3,26.49,158.489,128.1,21.859,35.218,210.4,1.0112,21.834,24.4315,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,2,26.49,158.489,128.4,21.857,35.218,210.5,1.0018,21.832,24.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,0.32,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,12,1,26.49,158.489,128.7,21.856,35.219,210.6,0.9955,21.831,24.4331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.62,4.351,0.761,0,0.029,MC
L2,13,24,26.477,158.486,15.3,25.981,35.216,209.1,0.109,25.978,23.2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,23,26.477,158.486,15.2,25.981,35.216,209.1,0.1093,25.978,23.2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,22,26.477,158.486,14.9,25.979,35.216,209.1,0.1107,25.976,23.2058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,21,26.477,158.486,14.5,25.982,35.217,209,0.1099,25.979,23.2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,20,26.477,158.486,14.5,25.983,35.217,209,0.1098,25.98,23.2053,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,19,26.477,158.486,15.4,25.982,35.216,209.1,0.108,25.979,23.2049,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71,0.29,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,18,26.477,158.486,15.2,25.981,35.216,209.1,0.1093,25.978,23.2052,NA,NA,NA,8.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.04,4.872,1.516,0.013,0.008,MC
L2,13,17,26.477,158.486,48.5,24.792,35.115,219.3,0.1722,24.782,23.4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,16,26.477,158.486,47.9,24.806,35.116,219.2,0.174,24.796,23.4927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,15,26.477,158.486,109.2,22.045,35.212,209.9,0.8861,22.023,24.3738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,14,26.477,158.486,109.2,22.045,35.212,209.9,0.8857,22.023,24.3739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,13,26.477,158.486,112.6,21.865,35.228,212.2,0.8871,21.843,24.4365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,12,26.477,158.486,112.1,21.872,35.227,212.1,0.8884,21.85,24.4338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,11,26.477,158.486,112.2,21.871,35.227,212.1,0.8882,21.849,24.4341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,10,26.477,158.486,112.8,21.863,35.228,212.2,0.8868,21.841,24.4371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,9,26.477,158.486,113.1,21.856,35.228,212.3,0.8772,21.834,24.4391,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,4.073,0.885,0,0.021,MC
L2,13,8,26.477,158.486,112.5,21.866,35.228,212.2,0.8873,21.844,24.4363,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21,0.32,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,7,26.477,158.486,112.6,21.865,35.228,212.2,0.8872,21.843,24.4365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.63,NA,NA,NA,NA,MC
L2,13,6,26.477,158.486,128.7,21.257,35.253,217.1,0.65,21.232,24.6245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,5,26.477,158.486,129.1,21.251,35.253,217.1,0.6534,21.226,24.6262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,4,26.477,158.486,175.5,20.476,35.243,212.2,0.0986,20.443,24.8307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,3,26.477,158.486,174.6,20.482,35.243,212.3,0.1004,20.449,24.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,2,26.477,158.486,249.8,18.618,35.038,213.8,0.0374,18.574,25.159300000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,13,1,26.477,158.486,249.3,18.622,35.039,213.8,0.0378,18.578,25.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,24,26.476,158.49,5.5,26.128,35.224,208.5,0.1042,26.127,23.1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,23,26.476,158.49,5.9,26.127,35.224,208.5,0.1042,26.126,23.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,22,26.476,158.49,15.2,25.975,35.216,208.9,0.1179,25.972,23.2071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,21,26.476,158.49,15.3,25.974,35.216,208.9,0.1181,25.971,23.2074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,20,26.476,158.49,15.1,25.976,35.216,208.9,0.1175,25.973,23.2068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,19,26.476,158.49,15,25.978,35.216,208.9,0.1169,25.975,23.2062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,18,26.476,158.49,15.4,25.973,35.216,208.9,0.1186,25.97,23.2077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,17,26.476,158.49,15.3,25.975,35.216,208.9,0.118,25.972,23.2071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,16,26.476,158.49,15.1,25.977,35.216,208.9,0.1173,25.974,23.2065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,15,26.476,158.49,15.2,25.975,35.216,208.9,0.1179,25.972,23.2071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,14,26.476,158.49,15.5,25.972,35.215,208.9,0.1189,25.969,23.2073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,13,26.476,158.49,14.9,25.978,35.216,208.9,0.1167,25.975,23.2062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,12,26.476,158.49,14.9,25.978,35.216,208.9,0.1167,25.975,23.2062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,11,26.476,158.49,15.4,25.973,35.216,208.9,0.1186,25.97,23.2077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,10,26.476,158.49,14.8,25.979,35.216,208.9,0.1161,25.976,23.2058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,9,26.476,158.49,15.3,25.975,35.216,208.9,0.118,25.972,23.2071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,8,26.476,158.49,15.5,25.972,35.215,208.9,0.1189,25.969,23.2073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,7,26.476,158.49,15.3,25.975,35.216,208.9,0.118,25.972,23.2071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,6,26.476,158.49,15,25.978,35.216,208.9,0.1169,25.975,23.2062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,5,26.476,158.49,15.4,25.973,35.216,208.9,0.1184,25.97,23.2077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,4,26.476,158.49,15.1,25.977,35.216,208.9,0.1173,25.974,23.2065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,3,26.476,158.49,15,25.978,35.216,208.9,0.1171,25.975,23.2062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,2,26.476,158.49,45.5,24.804,35.115,219.2,0.17,24.794,23.4924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,14,1,26.476,158.49,45.3,24.807,35.115,219.2,0.1696,24.797,23.4915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,23,26.47,158.499,5.5,26.139,35.227,208.4,0.1021,26.138,23.1635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,22,26.47,158.499,14.8,25.957,35.213,209.3,0.1182,25.954,23.2104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,21,26.47,158.499,15.4,25.953,35.212,209.2,0.1166,25.95,23.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,20,26.47,158.499,15.1,25.955,35.213,209.2,0.1178,25.952,23.2111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,19,26.47,158.499,15.1,25.955,35.213,209.2,0.1177,25.952,23.2111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,18,26.47,158.499,15.2,25.955,35.213,209.2,0.1175,25.952,23.2111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,17,26.47,158.499,15.4,25.953,35.212,209.2,0.1166,25.95,23.211,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,16,26.47,158.499,15.1,25.955,35.213,209.2,0.1177,25.952,23.2111,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,0.31,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,15,26.47,158.499,15.3,25.954,35.212,209.2,0.1171,25.951,23.2106,NA,NA,NA,8.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.04,4.974,1.903,0.012,0.009,MC
L2,15,14,26.47,158.499,119.1,21.807,35.232,213.2,0.8587,21.784,24.4561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,13,26.47,158.499,118.6,21.842,35.23,212.8,0.8703,21.819,24.4448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,12,26.47,158.499,118.1,21.869,35.228,212.5,0.881,21.846,24.4357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,11,26.47,158.499,118.1,21.867,35.228,212.5,0.8803,21.844,24.4363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,10,26.47,158.499,118.5,21.848,35.229,212.8,0.8723,21.825,24.4424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,9,26.47,158.499,117.9,21.873,35.228,212.5,0.8796,21.85,24.4346,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,8,26.47,158.499,118.1,21.865,35.228,212.6,0.8793,21.842,24.4368,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,0.3,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,7,26.47,158.499,118.4,21.852,35.229,212.7,0.8742,21.829,24.4412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.57,4.123,0.823,0,0.027,MC
L2,15,6,26.47,158.499,135.5,21.111,35.255,217.3,0.5907,21.085,24.6663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,5,26.47,158.499,150.3,20.811,35.254,216,0.3055,20.782,24.7477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,4,26.47,158.499,175.2,20.553,35.248,213.2,0.1202,20.52,24.8138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,3,26.47,158.499,200.2,20.209,35.218,209.8,0.0636,20.172,24.8839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
L2,15,2,26.47,158.499,225.3,19.563,35.149,210.2,0.0372,19.522,25.0018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MC
