"cruise","station","cast","rosette","pressure"
"MC","L2",20,3,175.5
"MC","L2",20,2,300.6
"MC","L2",20,1,700.5
"MC","L2",21,24,15.3
"MC","L2",21,23,14.7
"MC","L2",21,22,14.4
"MC","L2",21,21,15.2
"MC","L2",21,20,15.1
"MC","L2",21,19,14.6
"MC","L2",21,18,14.8
"MC","L2",21,17,44.6
"MC","L2",21,16,44.7
"MC","L2",21,15,126.8
"MC","L2",21,14,126.7
"MC","L2",21,13,126.7
"MC","L2",21,12,127.4
"MC","L2",21,11,127.3
"MC","L2",21,10,126.9
"MC","L2",21,9,126.7
"MC","L2",21,8,131.2
"MC","L2",21,7,131.5
"MC","L2",21,6,150.9
"MC","L2",21,5,151.5
"MC","L2",21,4,175.8
"MC","L2",21,3,175.3
"MC","L2",21,2,250.2
"MC","L2",21,1,250.4
"MC","L2",22,24,5.2
"MC","L2",22,23,5
"MC","L2",22,22,5.7
"MC","L2",22,21,24.7
"MC","L2",22,20,25
"MC","L2",22,19,24.3
"MC","L2",22,18,24.7
"MC","L2",22,17,24.8
"MC","L2",22,16,25.5
"MC","L2",22,15,45.5
"MC","L2",22,14,44.9
"MC","L2",22,13,45.5
"MC","L2",22,12,45.5
"MC","L2",22,11,45.2
"MC","L2",22,10,45.5
"MC","L2",22,9,75.3
"MC","L2",22,8,75.7
"MC","L2",22,7,75.2
"MC","L2",22,6,100.4
"MC","L2",22,5,100.7
"MC","L2",22,4,100
"MC","L2",22,3,124.6
"MC","L2",22,2,125.6
"MC","L2",22,1,125.6
"MC","L2",23,24,5.2
"MC","L2",23,23,5.2
"MC","L2",23,22,5.2
"MC","L2",23,21,5.1
"MC","L2",23,20,25.6
"MC","L2",23,19,25.1
"MC","L2",23,18,24.9
"MC","L2",23,17,44.9
"MC","L2",23,16,45.5
"MC","L2",23,15,45.5
"MC","L2",23,14,75.8
"MC","L2",23,13,75.1
"MC","L2",23,12,75.2
"MC","L2",23,11,99.7
"MC","L2",23,10,100
"MC","L2",23,9,100.4
"MC","L2",23,8,120
"MC","L2",23,7,120.7
"MC","L2",23,6,120.8
"MC","L2",23,5,125.1
"MC","L2",23,4,125.6
"MC","L2",23,3,124.9
"MC","L2",23,2,150.4
"MC","L2",23,1,174.2
"MC","L2",24,16,14.7
"MC","L2",24,15,14.9
"MC","L2",24,14,15.1
"MC","L2",24,13,15.3
"MC","L2",24,12,15
"MC","L2",24,11,14.9
"MC","L2",24,10,14.8
"MC","L2",24,9,14.7
"MC","L2",24,8,123
"MC","L2",24,7,123.4
"MC","L2",24,6,123.3
"MC","L2",24,5,123.7
"MC","L2",24,4,124.2
"MC","L2",24,3,123.6
"MC","L2",24,2,123.5
"MC","L2",24,1,123.3
"MC","L2",25,18,14.9
"MC","L2",25,17,15.1
"MC","L2",25,16,14.9
"MC","L2",25,15,14.8
"MC","L2",25,14,14.8
"MC","L2",25,13,14.9
"MC","L2",25,12,15
"MC","L2",25,11,15.3
"MC","L2",25,10,14.8
"MC","L2",25,9,121.1
"MC","L2",25,8,120.5
"MC","L2",25,7,120.8
"MC","L2",25,6,121.1
"MC","L2",25,5,121
"MC","L2",25,4,121.5
"MC","L2",25,3,122.1
"MC","L2",25,2,122.2
"MC","L2",25,1,122.4
"MC","L2",26,24,6.4
"MC","L2",26,23,15.4
"MC","L2",26,22,15.2
"MC","L2",26,21,15.3
"MC","L2",26,20,15.2
"MC","L2",26,19,15
"MC","L2",26,18,15.1
"MC","L2",26,17,14.9
"MC","L2",26,16,44.8
"MC","L2",26,15,74.7
"MC","L2",26,14,100.3
"MC","L2",26,13,122.3
"MC","L2",26,12,123
"MC","L2",26,11,121.6
"MC","L2",26,10,122.6
"MC","L2",26,9,122.2
"MC","L2",26,8,121.9
"MC","L2",26,7,122.2
"MC","L2",26,6,121.9
"MC","L2",26,5,121.9
"MC","L2",26,4,149.6
"MC","L2",26,3,175.3
"MC","L2",26,2,250.3
"MC","L2",26,1,399.9
"MC","L2",27,24,15.6
"MC","L2",27,23,14.9
"MC","L2",27,22,14.8
"MC","L2",27,21,15.1
"MC","L2",27,20,14.4
"MC","L2",27,19,15.1
"MC","L2",27,18,15.3
"MC","L2",27,17,14.8
"MC","L2",27,16,15
"MC","L2",27,15,15.6
"MC","L2",27,14,15.4
"MC","L2",27,13,14.8
"MC","L2",27,12,15.7
"MC","L2",27,11,15.3
"MC","L2",27,10,14.8
"MC","L2",27,9,14.3
"MC","L2",27,8,122.2
"MC","L2",27,7,122.3
"MC","L2",27,6,122.1
"MC","L2",27,5,122.1
"MC","L2",27,4,121.9
"MC","L2",27,3,122.5
"MC","L2",27,2,122.2
"MC","L2",27,1,121.9
"MC","L2",28,24,13.8
"MC","L2",28,23,13.8
"MC","L2",28,22,14
"MC","L2",28,21,14.3
"MC","L2",28,20,14.5
"MC","L2",28,19,14.3
"MC","L2",28,18,14.3
"MC","L2",28,17,14.1
"MC","L2",28,16,14.3
"MC","L2",28,15,13.4
"MC","L2",28,14,14.6
"MC","L2",28,13,14.5
"MC","L2",28,12,123.3
"MC","L2",28,11,123.3
"MC","L2",28,10,123.1
"MC","L2",28,9,123.5
"MC","L2",28,8,122.9
"MC","L2",28,7,122.3
"MC","L2",28,6,123.5
"MC","L2",28,5,123.1
"MC","L2",28,4,123
"MC","L2",28,3,123.1
"MC","L2",28,2,123.1
"MC","L2",28,1,123
"MC","L2",29,19,14.9
"MC","L2",29,18,14.3
"MC","L2",29,17,14.3
"MC","L2",29,16,14.2
"MC","L2",29,15,13.6
"MC","L2",29,14,14.4
"MC","L2",29,13,14.2
"MC","L2",29,12,14.2
"MC","L2",29,11,13.7
"MC","L2",29,10,14.4
"MC","L2",29,9,14.6
"MC","L2",29,8,126.8
"MC","L2",29,7,126.6
"MC","L2",29,6,127.1
"MC","L2",29,5,126.7
"MC","L2",29,4,126.9
"MC","L2",29,3,126.9
"MC","L2",29,2,126.6
"MC","L2",29,1,127.2
"MC","L2",30,16,15
"MC","L2",30,15,14.4
"MC","L2",30,14,14.5
"MC","L2",30,13,14.8
"MC","L2",30,12,15.2
"MC","L2",30,11,15.8
"MC","L2",30,10,15.3
"MC","L2",30,9,15
"MC","L2",30,8,127.5
"MC","L2",30,7,126.8
"MC","L2",30,6,126.6
"MC","L2",30,5,126.1
"MC","L2",30,4,126.4
"MC","L2",30,3,125.9
"MC","L2",30,2,126
"MC","L2",30,1,126.5
"MC","L2",31,18,14.4
"MC","L2",31,17,15
"MC","L2",31,16,15.1
"MC","L2",31,15,15.1
"MC","L2",31,14,14.9
"MC","L2",31,13,15.2
"MC","L2",31,12,15.3
"MC","L2",31,11,15.6
"MC","L2",31,10,15.4
"MC","L2",31,9,122.8
"MC","L2",31,8,123.1
"MC","L2",31,7,122.9
"MC","L2",31,6,123.4
"MC","L2",31,5,123
"MC","L2",31,4,123.1
"MC","L2",31,3,123.2
"MC","L2",31,2,123.2
"MC","L2",31,1,122.5
"MC","L2",32,24,5.8
"MC","L2",32,23,6
"MC","L2",32,22,15.2
"MC","L2",32,21,15.3
"MC","L2",32,20,15.5
"MC","L2",32,19,15.3
"MC","L2",32,18,14.5
"MC","L2",32,17,14.5
"MC","L2",32,16,14.8
"MC","L2",32,15,15.1
"MC","L2",32,14,15
"MC","L2",32,13,15.1
"MC","L2",32,12,15.2
"MC","L2",32,11,14.8
"MC","L2",32,10,15.5
"MC","L2",32,9,15.2
"MC","L2",32,8,15.2
"MC","L2",32,7,15.4
"MC","L2",32,6,15.2
"MC","L2",32,5,14.5
"MC","L2",32,4,13.9
"MC","L2",32,3,14.9
"MC","L2",32,2,45.1
"MC","L2",32,1,45.4
