"cruise","station","cast","rosette","pressure","temp","sal","theta","dic","alk","ph","oxy_um","het_abund","pro_abund","syn_abund","euk_abund"
"MT","12",1,21,15.6,26.005,35.388,26.002,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,20,15.3,26.005,35.388,26.002,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,19,15.4,26.005,35.388,26.002,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,18,46.1,24.724,35.281,24.714,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,17,75.4,19.966,35.035,19.952,2025.5,2304,8.009,NA,NA,NA,NA,NA
"MT","12",1,16,75.7,19.958,35.034,19.944,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,15,100.8,18.05,34.895,18.033,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,14,99.8,18.07,34.897,18.053,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,13,103.2,18.011,34.89,17.993,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,12,103.6,17.999,34.889,17.981,2042.9,2293,7.963,NA,NA,NA,NA,NA
"MT","12",1,11,103.9,17.99,34.887,17.972,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,10,103.5,18.003,34.889,17.985,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,9,102.3,18.026,34.892,18.008,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,8,126,16.711,34.724,16.691,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,7,125.7,16.743,34.728,16.723,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,6,150.4,15.55,34.568,15.527,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,5,175.2,14.445,34.426,14.419,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,4,175.2,14.445,34.426,14.419,2040,2319,7.855,NA,NA,NA,NA,NA
"MT","12",1,3,175.4,14.426,34.424,14.4,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,2,175.6,14.416,34.423,14.39,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",1,1,175.2,14.445,34.426,14.419,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",2,20,5.3,25.997,35.385,25.996,NA,NA,NA,205.9,4.689,1.973,0.013,0.01
"MT","12",2,19,14.5,25.998,35.385,25.995,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",2,18,15,25.998,35.385,25.995,NA,NA,NA,205.9,4.896,1.962,0.013,0.01
"MT","12",2,17,14.5,25.998,35.385,25.995,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",2,16,44.9,24.242,35.258,24.232,NA,NA,NA,221.2,6.496,2.946,0.016,0.015
"MT","12",2,15,75,19.671,35.021,19.657,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",2,14,75,19.67,35.021,19.656,NA,NA,NA,237.1,6.153,2.737,0.025,0.015
"MT","12",2,13,98,18.301,34.919,18.284,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",2,12,98.3,18.207,34.91,18.19,NA,NA,NA,229.9,6.075,2.22,0.023,0.033
"MT","12",2,11,98.4,18.193,34.909,18.176,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",2,10,100.5,17.849,34.873,17.832,NA,NA,NA,220.9,5.35,1.244,0.004,0.051
"MT","12",2,9,126.4,16.878,34.747,16.857,NA,NA,NA,209.8,2.942,0.531,0,0.022
"MT","12",2,8,150.2,15.869,34.61,15.845,NA,NA,NA,206,2.011,0.135,0,0.007
"MT","12",2,7,175.6,14.788,34.464,14.762,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",2,6,175,14.803,34.466,14.777,NA,NA,NA,NA,NA,NA,NA,NA
"MT","12",2,5,175.4,14.792,34.465,14.766,NA,NA,NA,206.3,1.584,0.008,0,0
"MT","12",2,4,199.8,14.117,34.394,14.088,NA,NA,NA,204.5,1.448,0.001,0,0
"MT","12",2,3,250.1,12.239,34.239,12.206,NA,NA,NA,201.7,1.156,0,0,0
"MT","12",2,2,499.9,7.086,34.044,7.039,NA,NA,NA,119.4,0.734,0,0,0
"MT","12",2,1,499.9,7.086,34.044,7.039,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",1,24,6.1,26.578,35.108,26.577,NA,NA,NA,NA,4.865,1.461,0.01,0.007
"MT","13",1,23,14.6,26.57,35.108,26.567,NA,NA,NA,NA,4.885,1.525,0.009,0.008
"MT","13",1,22,14.4,26.571,35.108,26.568,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",1,21,15.6,26.568,35.108,26.564,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",1,20,15.9,26.568,35.108,26.564,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",1,19,15.1,26.569,35.108,26.566,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",1,18,16.3,26.569,35.108,26.565,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",1,17,15.2,26.569,35.108,26.566,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",1,16,15.3,26.569,35.108,26.566,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",1,15,14.5,26.571,35.108,26.568,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",1,14,15.7,26.568,35.108,26.564,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",1,13,15.1,26.569,35.108,26.566,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",1,12,15.3,26.569,35.108,26.566,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",1,11,14.2,26.572,35.108,26.569,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",1,10,46,24.393,35.209,24.383,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",1,9,75.3,22.723,35.246,22.708,NA,NA,NA,NA,4.607,2.283,0.01,0.013
"MT","13",1,8,101.9,21.518,35.157,21.498,NA,NA,NA,NA,4.497,1.243,0.002,0.03
"MT","13",1,7,104.1,21.41,35.135,21.39,NA,NA,NA,NA,4.548,1.137,0.002,0.032
"MT","13",1,6,125.1,20.12,34.992,20.097,NA,NA,NA,NA,2.709,0.48,0,0.019
"MT","13",1,5,150.7,18.797,34.92,18.77,NA,NA,NA,NA,1.883,0.23,0,0.009
"MT","13",1,4,174.4,17.279,34.79,17.25,NA,NA,NA,NA,1.82,0.018,0,0.001
"MT","13",1,3,201.4,15.598,34.548,15.567,NA,NA,NA,NA,1.436,0.002,0,0
"MT","13",1,2,249.3,13.682,34.344,13.647,NA,NA,NA,NA,1.149,0,0,0
"MT","13",1,1,499.6,7.751,34.054,7.701,NA,NA,NA,NA,0.722,0,0,0
"MT","13",2,24,15.2,26.623,35.101,26.62,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,23,16.1,26.629,35.101,26.625,1992.4,2317,8.073,NA,NA,NA,NA,NA
"MT","13",2,22,44,24.512,35.198,24.503,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,21,75.3,22.207,35.242,22.192,2022.9,2319,8.035,NA,NA,NA,NA,NA
"MT","13",2,20,75.8,22.205,35.243,22.19,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,19,102,21.285,35.175,21.265,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,18,101.9,21.292,35.175,21.272,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,17,101.8,21.3,35.176,21.28,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,16,101.2,21.329,35.177,21.309,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,15,101,21.34,35.178,21.32,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,14,101.2,21.329,35.177,21.309,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,13,110,20.82,35.073,20.799,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,12,109.1,20.85,35.079,20.829,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,11,109.6,20.834,35.076,20.813,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,10,109.3,20.845,35.078,20.824,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,9,110.3,20.769,35.063,20.748,2051.3,2308,7.971,NA,NA,NA,NA,NA
"MT","13",2,8,123.7,20.16,34.991,20.137,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,7,122.5,20.182,34.991,20.159,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,6,154.6,18.734,34.898,18.707,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,5,172.6,17.766,34.812,17.737,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,4,174.7,17.658,34.808,17.628,2060,2290,7.924,NA,NA,NA,NA,NA
"MT","13",2,3,175.3,17.612,34.808,17.582,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,2,174.5,17.675,34.809,17.645,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",2,1,174.7,17.664,34.808,17.634,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,24,15.7,26.636,35.096,26.632,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,23,13.4,26.635,35.096,26.632,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,22,14.8,26.635,35.096,26.632,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,21,14.6,26.636,35.096,26.633,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,20,15.7,26.636,35.096,26.632,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,19,15.3,26.635,35.096,26.632,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,18,15.4,26.635,35.096,26.632,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,17,15.4,26.635,35.096,26.631,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,16,15,26.634,35.096,26.631,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,15,14.6,26.636,35.096,26.633,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,14,15.3,26.635,35.096,26.632,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,13,15.1,26.634,35.096,26.631,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,12,15.3,26.635,35.096,26.632,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,11,15.7,26.636,35.096,26.632,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,10,15.2,26.634,35.096,26.631,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,9,15.7,26.636,35.096,26.632,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,8,15.2,26.634,35.096,26.631,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,7,15.3,26.635,35.096,26.632,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,6,15.2,26.635,35.096,26.632,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,5,15,26.634,35.096,26.631,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,4,13.8,26.637,35.096,26.634,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,3,14.7,26.635,35.096,26.632,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,2,15,26.634,35.096,26.631,NA,NA,NA,NA,NA,NA,NA,NA
"MT","13",3,1,15.3,26.635,35.096,26.632,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",1,18,3.9,26.404,34.926,26.403,NA,NA,NA,NA,4.762,1.485,0.007,0.009
"MT","14",1,17,14.4,26.404,34.926,26.401,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",1,16,14.1,26.404,34.926,26.401,NA,NA,NA,NA,4.705,1.478,0.008,0.006
"MT","14",1,15,14.1,26.404,34.926,26.401,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",1,14,45.3,25.652,34.916,25.642,NA,NA,NA,NA,5.75,2.107,0.011,0.009
"MT","14",1,13,75.9,23.928,35.039,23.912,NA,NA,NA,NA,4.193,1.871,0.016,0.01
"MT","14",1,12,100.4,23.014,35.111,22.993,NA,NA,NA,NA,3.496,1.221,0.004,0.015
"MT","14",1,11,104.8,22.82,35.13,22.799,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",1,10,105.5,22.806,35.133,22.785,NA,NA,NA,NA,3.31,1.08,0.001,0.032
"MT","14",1,9,104.8,22.819,35.13,22.798,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",1,8,125.4,22.154,35.117,22.129,NA,NA,NA,NA,2.362,0.521,0,0.015
"MT","14",1,7,149.2,21.465,35.168,21.436,NA,NA,NA,NA,2.979,0.224,0,0.011
"MT","14",1,6,175.1,20.37,35.155,20.337,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",1,5,174.9,20.379,35.156,20.346,NA,NA,NA,NA,2.392,0.075,0,0.003
"MT","14",1,4,200,19.214,35.046,19.178,NA,NA,NA,NA,2.032,0.006,0,0.001
"MT","14",1,3,250.1,16.688,34.675,16.647,NA,NA,NA,NA,1.38,0.002,0,0
"MT","14",1,2,500.5,8.359,34.114,8.307,NA,NA,NA,NA,0.721,0,0,0
"MT","14",1,1,500.7,8.358,34.114,8.306,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,24,15.8,26.375,34.929,26.371,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,23,15.3,26.375,34.929,26.372,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,22,15.3,26.375,34.929,26.372,1988.6,2304,8.069,NA,NA,NA,NA,NA
"MT","14",2,21,15,26.375,34.929,26.372,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,20,15,26.375,34.929,26.372,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,19,15.3,26.375,34.929,26.372,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,18,45.5,25.297,34.942,25.287,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,17,75,24.064,35.028,24.048,2000.6,2308,8.06,NA,NA,NA,NA,NA
"MT","14",2,16,76,24.052,35.029,24.036,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,15,101.3,22.844,35.128,22.823,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,14,101.1,22.86,35.126,22.839,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,13,105.5,22.73,35.139,22.709,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,12,105.1,22.731,35.138,22.71,2025,2318,8.029,NA,NA,NA,NA,NA
"MT","14",2,11,105.3,22.731,35.138,22.71,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,10,105.5,22.73,35.139,22.709,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,9,104.9,22.733,35.138,22.712,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,8,124.7,22.313,35.142,22.288,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,7,125.7,22.276,35.136,22.251,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,6,150.3,21.698,35.18,21.669,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,5,175.2,20.446,35.157,20.413,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,4,175.5,20.448,35.158,20.415,2045.6,2311,7.989,NA,NA,NA,NA,NA
"MT","14",2,3,175.8,20.451,35.159,20.418,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,2,175.2,20.447,35.157,20.414,NA,NA,NA,NA,NA,NA,NA,NA
"MT","14",2,1,175.6,20.449,35.158,20.416,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",1,4,15.4,25.809,35.258,25.806,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",1,3,15.1,25.811,35.258,25.808,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",1,2,111.7,20.135,35.106,20.114,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",1,1,111.7,20.135,35.106,20.114,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,24,83.7,21.346,35.172,21.33,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,23,88.7,21.087,35.17,21.07,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,22,93.3,20.894,35.166,20.876,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,21,98.8,20.638,35.151,20.619,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,20,103.5,20.358,35.118,20.339,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,19,108.6,20.256,35.115,20.236,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,18,112.3,20.076,35.102,20.055,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,17,112.2,20.077,35.102,20.056,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,16,112.3,20.076,35.102,20.055,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,15,112.7,20.072,35.102,20.051,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,14,112.2,20.077,35.102,20.056,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,13,112.5,20.074,35.102,20.053,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,12,112.4,20.075,35.102,20.054,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,11,112.1,20.078,35.102,20.057,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,10,112.7,20.072,35.102,20.051,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,9,112.6,20.073,35.102,20.052,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,8,118.5,19.838,35.097,19.816,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,7,122.6,19.699,35.087,19.677,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,6,127.6,19.292,35.05,19.269,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,5,132.9,19.142,35.035,19.118,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,4,137.8,18.851,35.004,18.827,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,3,143.2,18.667,34.985,18.642,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,2,148.2,18.473,34.969,18.447,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",2,1,151.9,18.26,34.946,18.234,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",3,24,15.5,25.924,35.249,25.921,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",3,23,15.7,25.923,35.249,25.919,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",3,22,14.8,25.926,35.249,25.923,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",3,21,15.7,25.923,35.249,25.919,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",3,20,15.8,25.923,35.249,25.919,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",3,19,15.5,25.924,35.249,25.921,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",3,18,15.6,25.924,35.249,25.921,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",3,17,15.6,25.924,35.249,25.921,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",3,16,15.3,25.925,35.249,25.922,NA,NA,NA,NA,NA,NA,NA,NA
"MC","15",3,15,75.1,22.509,35.229,22.494,NA,NA,NA,NA,4.835,1.966,0.016,0.011
"MC","15",3,14,80.1,22.264,35.229,22.248,NA,NA,NA,NA,4.466,2.077,0.02,0.012
"MC","15",3,13,85.5,21.902,35.206,21.885,NA,NA,NA,NA,4.603,2.069,0.014,0.014
"MC","15",3,12,90.5,21.5,35.17,21.482,NA,NA,NA,NA,4.606,1.874,0.006,0.018
"MC","15",3,11,95.3,21.191,35.173,21.173,NA,NA,NA,NA,4.699,2.017,0.01,0.013
"MC","15",3,10,99.9,20.902,35.17,20.883,NA,NA,NA,NA,4.483,2.41,0.02,0.011
"MC","15",3,9,105.1,20.646,35.152,20.626,NA,NA,NA,NA,4.184,2.06,0.015,0.014
"MC","15",3,8,110.5,20.276,35.098,20.255,NA,NA,NA,NA,4.411,1.146,0.002,0.053
"MC","15",3,7,115.2,20.27,35.109,20.249,NA,NA,NA,NA,4.648,1.27,0.002,0.056
"MC","15",3,6,120.3,20.143,35.104,20.121,NA,NA,NA,NA,4.786,1.248,0,0.049
"MC","15",3,5,125.3,19.9,35.101,19.877,NA,NA,NA,NA,3.647,0.764,0,0.029
"MC","15",3,4,130.4,19.752,35.09,19.728,NA,NA,NA,NA,3.45,0.604,0,0.026
"MC","15",3,3,135.6,19.564,35.079,19.539,NA,NA,NA,NA,3.367,0.562,0,0.021
"MC","15",3,2,140.4,19.277,35.05,19.252,NA,NA,NA,NA,3.148,0.388,0,0.017
"MC","15",3,1,145.9,19.154,35.034,19.128,NA,NA,NA,NA,3.059,0.343,0,0.014
"MC","L1",1,24,20.4,26.128,35.389,26.123,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,23,19.9,26.129,35.389,26.125,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,22,20.4,26.128,35.389,26.123,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,21,40.5,25.244,35.313,25.235,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,20,40.2,25.264,35.315,25.255,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,19,40.6,25.234,35.312,25.225,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,18,60,22.79,35.183,22.778,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,17,60.4,22.753,35.181,22.741,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,16,60.2,22.77,35.182,22.758,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,15,80.2,19.792,35.024,19.777,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,14,80.1,19.801,35.025,19.786,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,13,79.4,19.841,35.026,19.826,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,12,99.4,18.594,34.945,18.577,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,11,98.9,18.612,34.946,18.595,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,10,99.1,18.604,34.946,18.587,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,9,120.1,17.307,34.807,17.287,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,8,119.7,17.319,34.809,17.299,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,7,120.2,17.304,34.807,17.284,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,6,139.9,16.419,34.687,16.397,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,5,139.9,16.418,34.687,16.396,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,4,160.3,15.217,34.514,15.193,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,3,161,15.187,34.509,15.163,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,2,180.8,14.294,34.41,14.268,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",1,1,179.9,14.309,34.412,14.283,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,24,25.4,26.192,35.394,26.186,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,23,25.6,26.191,35.395,26.185,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,22,25.5,26.192,35.394,26.186,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,21,25.6,26.192,35.395,26.186,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,20,25.2,26.194,35.394,26.188,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,19,25.3,26.193,35.394,26.187,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,18,24.7,26.203,35.394,26.197,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,17,24.9,26.197,35.394,26.191,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,16,25.2,26.194,35.394,26.188,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,15,25.1,26.194,35.394,26.188,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,14,25.4,26.193,35.394,26.187,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,13,25.2,26.194,35.394,26.188,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,12,100.2,18.008,34.892,17.991,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,11,100.4,18.004,34.891,17.987,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,10,100.2,18.008,34.892,17.991,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,9,100.1,18.01,34.892,17.993,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,8,100.1,18.011,34.892,17.994,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,7,100.4,18.004,34.891,17.987,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,6,100.1,18.009,34.892,17.992,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,5,100.6,18,34.891,17.983,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,4,100.2,18.008,34.892,17.991,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,3,100.8,17.996,34.89,17.979,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,2,100.3,18.006,34.891,17.989,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",2,1,100.2,18.008,34.892,17.991,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",3,23,5.2,26.187,35.396,26.186,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",3,22,4.8,26.187,35.396,26.186,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",3,21,4.8,26.187,35.396,26.186,NA,NA,NA,NA,4.624,2.213,0.011,0.007
"MC","L1",3,20,25.2,26.186,35.395,26.18,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",3,19,25.4,26.185,35.395,26.179,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",3,18,25.6,26.183,35.394,26.177,NA,NA,NA,NA,4.497,2.237,0.013,0.011
"MC","L1",3,17,44.7,24.873,35.288,24.863,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",3,16,44.4,24.887,35.289,24.877,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",3,15,45.2,24.848,35.286,24.838,NA,NA,NA,NA,5.161,2.703,0.01,0.01
"MC","L1",3,14,75.2,19.573,35.013,19.559,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",3,13,74.7,19.611,35.015,19.597,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",3,12,74.5,19.622,35.015,19.608,NA,NA,NA,NA,5.524,2.469,0.021,0.01
"MC","L1",3,11,99.9,17.716,34.859,17.699,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",3,10,100,17.714,34.859,17.697,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",3,9,99.9,17.716,34.859,17.699,NA,NA,NA,NA,5.566,0.9,0.009,0.042
"MC","L1",3,8,107.5,17.004,34.768,16.986,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",3,7,106.9,17.057,34.774,17.039,NA,NA,NA,NA,NA,NA,NA,NA
"MC","L1",3,6,107.5,17.004,34.768,16.986,NA,NA,NA,NA,3.945,0.547,0.003,0.033
"MC","L1",3,5,125,16.474,34.696,16.454,NA,NA,NA,NA,NA,NA,NA,NA
